"Two_yr_Recidivismyes","Number_of_Priors","Age_Above_FourtyFiveyes","Age_Below_TwentyFiveyes","FemaleFemale","Misdemeanoryes","ethnicityAfrican_American","ethnicityAsian","ethnicityHispanic","ethnicityNative_American","ethnicityOther"
1,-0.120763696519239,0,0,0,0,1,0,0,0,0
1,-0.214849283296995,0,1,0,1,1,0,0,0,0
1,0.700233252246222,0,0,0,0,1,0,0,0,0
0,-0.0396361837566306,1,0,1,0,1,0,0,0,0
0,-0.805053851454104,0,0,0,0,1,0,0,0,0
0,0.859958101740738,1,0,0,0,1,0,0,0,0
0,-0.422408577762127,0,1,0,0,1,0,0,0,0
1,-0.21333912100545,0,0,0,0,0,0,0,0,0
1,-0.405108662686944,0,1,0,0,1,0,0,0,0
1,0.166414360229006,0,0,0,0,1,0,0,0,0
1,-0.695916841186598,1,0,0,1,0,0,0,0,0
0,-0.680224460089158,0,1,1,1,0,0,0,0,0
0,-0.545326876753757,1,0,0,1,0,0,0,0,0
1,0.349976363301417,0,0,0,1,1,0,0,0,0
0,-0.711140670197193,0,0,0,1,1,0,0,0,0
1,-0.0593189750778496,0,0,1,0,0,0,0,0,0
0,1.29102147187619,0,0,0,1,1,0,0,0,0
1,0.161676248935572,0,1,0,0,0,0,0,0,0
1,-0.172280281089478,0,1,0,0,1,0,0,0,0
0,0.390425974137144,0,0,0,0,1,0,0,0,0
0,-0.567366112790151,0,0,0,0,1,0,0,0,0
1,-0.491600545441713,0,0,0,0,0,0,0,0,0
0,-0.624839985666049,0,1,1,1,0,0,0,0,0
1,2.8635668268913,0,0,0,0,1,0,0,0,0
1,-0.10401179177264,0,1,0,1,0,0,0,0,0
1,0.725563911766828,0,0,0,1,0,0,0,0,0
0,-0.625599647853001,0,1,0,1,0,0,0,0,0
1,0.100918847549662,0,1,0,1,1,0,0,0,0
1,0.59375940915589,0,0,0,0,0,0,0,0,0
1,2.15514220654272,0,0,0,0,1,0,0,0,0
0,-0.855899868399409,0,0,0,0,0,0,0,0,0
1,-0.0981443604105861,0,0,0,0,1,0,0,0,0
1,-0.16999448039073,1,0,0,1,0,0,0,0,0
1,-0.289845097238065,0,1,0,0,0,0,0,0,0
1,-0.488324680978651,0,0,0,0,0,0,0,0,0
1,-0.625946126498249,0,1,0,0,0,0,0,0,0
1,1.4337185631528,0,0,1,0,0,0,0,0,0
1,-0.541205838913311,0,1,0,0,0,0,0,0,0
0,1.67400709042019,1,0,0,0,1,0,0,0,0
0,-0.441136922771597,1,0,0,0,1,0,0,0,0
1,1.30439794482856,0,0,0,1,1,0,0,0,0
0,-0.519312279778593,0,0,0,1,1,0,0,0,0
0,-0.749524057615549,0,0,0,0,1,0,0,0,0
1,-0.794027569448666,0,1,0,1,1,0,0,0,0
0,-0.595621453513372,1,0,0,1,0,0,0,0,0
1,-0.468906853109239,0,1,0,0,1,0,0,0,0
1,0.163130396922781,0,0,0,0,1,0,0,0,0
1,-0.413641629537571,0,0,0,0,1,0,0,0,0
0,0.190719338995442,1,0,0,0,0,0,0,0,0
1,-0.169525208739997,0,0,0,1,1,0,0,0,0
0,-0.716311961271442,0,0,0,0,1,0,0,0,0
1,1.55719595483799,0,1,0,0,1,0,0,0,0
0,-0.379776494596884,0,0,0,0,1,0,0,0,0
0,-0.651375735367599,0,0,1,0,0,0,0,0,0
1,-0.289471443506809,0,0,0,1,0,0,0,0,0
0,-0.732452376869395,0,0,1,0,1,0,0,0,0
0,-0.279320996360441,0,0,1,0,1,0,0,0,0
1,0.0798640046911351,0,1,0,0,0,0,0,0,0
1,-0.187661154590317,0,0,1,0,0,0,0,0,0
1,0.523482425735944,0,1,0,0,0,0,0,0,0
1,0.134382431805763,0,0,0,1,0,0,0,0,0
1,0.330745404877716,0,1,0,1,0,0,0,0,0
0,-0.576178978574107,0,1,0,0,0,0,0,0,0
0,0.0526120113057331,0,0,0,0,1,0,0,0,0
1,1.10772521340199,0,0,0,0,1,0,0,0,0
0,-0.385617005715755,0,0,0,0,0,0,0,0,0
0,-0.625011449640282,0,0,0,0,1,0,0,0,0
0,0.429088491614626,1,0,0,1,0,0,0,0,0
1,-0.578853681578175,0,1,0,0,1,0,0,0,0
0,-0.512972727350835,0,0,0,0,1,0,0,0,0
0,2.31388087888881,0,0,0,0,1,0,0,0,0
1,0.500480198381203,0,1,0,0,1,0,0,0,0
0,1.41076226754144,0,0,1,0,1,0,0,0,0
1,2.45962422135728,0,0,0,0,1,0,0,0,0
0,-0.617993481598113,1,0,0,1,1,0,0,0,0
1,0.990763738752115,0,0,0,1,1,0,0,0,0
0,-0.568261073637482,0,0,1,1,1,0,0,0,0
0,-0.436426362859727,1,0,0,1,1,0,0,0,0
1,-0.466645862600512,1,0,1,0,0,0,0,0,0
1,-0.431902545257303,0,1,0,0,1,0,0,0,0
1,1.44882566202911,0,0,0,0,1,0,0,0,0
1,0.175080406981415,0,0,0,0,1,0,0,0,0
1,0.530982921941528,1,0,0,0,0,0,0,0,0
0,-0.719558416313866,0,0,1,0,1,0,0,0,0
1,0.529485561025162,0,0,0,1,1,0,0,0,0
1,0.280304923241539,1,0,0,0,1,0,0,0,0
1,2.56513452751655,1,0,0,1,1,0,0,0,0
1,0.054420260104736,0,0,0,0,0,0,0,0,0
0,-0.811590270438811,0,0,0,0,0,0,0,0,0
1,-0.491761773399646,0,1,0,1,0,0,0,0,0
1,0.234579970442021,0,0,0,0,0,0,0,0,0
1,0.346859473368632,0,0,1,0,1,0,0,0,0
0,-0.387130918504313,1,0,0,1,1,0,0,0,0
0,0.151646133586878,0,0,0,0,1,0,0,0,0
0,1.13653896296515,0,0,0,1,1,0,0,0,0
1,-0.56994780244317,0,0,0,0,1,0,0,0,0
0,-0.668026026119823,1,0,0,0,0,0,0,0,0
0,-0.648828518891394,0,0,0,1,1,0,0,0,0
0,2.09348699666797,0,0,0,0,0,0,0,0,0
0,-0.160342220311308,0,1,0,0,0,0,0,0,0
1,3.20292960056122,0,0,0,1,1,0,0,0,0
1,-0.599809578102763,1,0,0,1,0,0,0,0,0
0,-0.807831138017924,1,0,0,1,0,0,0,0,0
0,-0.321900152117972,0,0,1,1,0,0,0,0,0
1,-0.213587475371035,0,0,1,0,0,0,0,0,0
0,-0.377531143392045,0,0,0,0,1,0,0,0,0
1,1.16516684669395,0,0,1,0,0,0,0,0,0
1,-0.321736926157989,0,1,1,0,1,0,0,0,0
0,-0.109620240923689,0,1,0,0,1,0,0,0,0
0,-0.857466921560449,0,0,0,1,0,0,0,0,0
1,-0.175034206446151,0,0,0,0,0,0,0,0,0
0,-0.103136009856509,1,0,0,0,0,0,0,0,0
0,0.280244131885496,0,0,1,0,1,0,0,0,0
0,0.789300250683659,1,0,0,0,0,0,0,0,0
1,0.590672453354135,0,0,0,0,0,0,0,0,0
0,1.70125936995248,0,0,0,0,1,0,0,0,0
0,-0.894953502152647,0,0,0,0,1,0,0,0,0
1,2.04914169876048,0,0,0,0,1,0,0,0,0
0,-0.43057909961769,0,0,0,1,1,0,0,0,0
0,-0.665458353786527,0,1,1,0,0,0,0,0,0
1,0.528067113746684,0,0,1,0,1,0,0,0,0
0,3.43166638329618,1,0,0,0,1,0,0,0,0
1,-0.33592496981412,0,1,0,1,1,0,0,0,0
0,-0.248089911447038,0,1,0,0,0,0,0,0,0
1,-0.516365850682202,0,0,0,1,0,0,0,0,0
0,-0.747963792362646,0,0,0,0,0,0,0,0,0
0,2.16971092533621,1,0,0,0,1,0,0,0,0
1,1.93100189142493,0,0,0,0,1,0,0,0,0
0,-0.814659279164337,0,1,0,1,0,0,0,0,0
1,0.34413278784745,1,0,0,1,0,0,0,0,0
1,-0.702959417512017,0,1,0,0,1,0,0,0,0
0,-0.377411564595312,0,0,1,1,1,0,0,0,0
1,-0.0959381683228652,0,0,0,1,1,0,0,0,0
0,-0.648854063941529,0,0,0,1,0,0,0,0,0
0,-0.568350969176531,0,1,0,0,1,0,0,0,0
1,-0.091839215399287,0,0,0,1,1,0,0,0,0
1,-0.157120926867534,0,1,1,1,0,0,0,0,0
0,0.23752497605677,0,1,0,0,1,0,0,0,0
0,-0.847980360095595,1,0,0,0,0,0,0,0,0
0,-0.477756019765854,0,1,1,1,0,0,0,0,0
1,1.43562683953447,1,0,0,0,1,0,0,0,0
1,-0.691237077776036,0,0,0,0,0,0,0,0,0
1,0.449785534427373,0,0,1,0,1,0,0,0,0
0,-0.486271635731963,0,0,1,1,1,0,0,0,0
0,-0.704563363186008,0,0,1,1,0,0,0,0,0
0,0.38805218779001,1,0,1,0,0,0,0,0,0
1,-0.768427004269853,0,0,0,1,0,0,0,0,0
0,-0.292090392726955,0,0,0,0,1,0,0,0,0
0,-0.771655784568552,0,0,0,1,0,0,0,0,0
0,-0.440053740097106,0,0,0,1,1,0,0,0,0
0,0.736993098514551,0,0,0,0,1,0,0,0,0
0,0.47301878993006,1,0,0,0,1,0,0,0,0
0,-0.752320151468972,0,0,1,1,0,0,0,0,0
1,0.172702756573577,1,0,0,0,0,0,0,0,0
1,-0.358094325236354,0,0,0,1,0,0,0,0,0
0,0.325685716637482,1,0,0,1,1,0,0,0,0
1,1.91826067758618,0,1,0,0,1,0,0,0,0
0,-0.625495384549436,0,1,0,0,1,0,0,0,0
0,-0.751821375135438,0,0,0,0,0,0,0,0,0
1,0.106835869258162,0,1,0,0,1,0,0,0,0
0,-0.439614047249579,0,0,0,1,0,0,0,0,0
1,0.832099378753591,0,0,0,0,1,0,0,0,0
0,0.0972425544505307,0,0,0,0,1,0,0,0,0
1,-0.0366509524960061,0,1,0,0,1,0,0,0,0
1,0.337303495715254,0,0,0,0,0,0,0,0,0
1,1.07991105072045,0,1,0,0,1,0,0,0,0
1,-0.14113886014393,0,0,1,0,0,0,0,0,0
0,0.996081845721824,1,0,1,0,1,0,0,0,0
0,-0.796691000601958,0,0,0,0,0,0,0,0,0
0,-0.540693635517523,1,0,0,0,0,0,0,0,0
0,0.25683234193072,0,0,0,1,1,0,0,0,0
1,-0.466426659831656,0,0,0,0,1,0,0,0,0
0,-0.0873384288627741,1,0,0,0,1,0,0,0,0
1,-0.0337447306394565,0,1,0,0,1,0,0,0,0
1,0.930218285947358,0,0,0,1,1,0,0,0,0
1,2.39350046021364,0,0,1,0,1,0,0,0,0
1,0.701141685206435,0,0,1,0,0,0,0,0,0
1,1.04940596448586,0,0,0,0,1,0,0,0,0
0,0.159195529158206,0,0,0,1,1,0,0,0,0
0,-0.23217980867083,1,0,0,0,0,0,0,0,0
1,-0.0220221464268132,0,0,0,0,0,0,0,0,0
0,0.203026924141685,0,0,0,1,1,0,0,0,0
1,1.48094591826119,0,0,0,0,1,0,0,0,0
0,-0.439493565476735,0,0,0,0,1,0,0,0,0
1,-0.0789100103935013,0,1,0,0,1,0,0,0,0
1,-0.223829729750062,0,1,0,0,1,0,0,0,0
1,-0.407365647194529,0,0,0,0,0,0,0,0,0
1,1.39794031577186,0,0,0,0,1,0,0,0,0
1,2.89140993051099,1,0,0,0,1,0,0,0,0
0,-0.764951118382666,0,0,0,0,1,0,0,0,0
1,0.929520013506938,1,0,0,0,0,0,0,0,0
1,0.738111561888594,0,0,0,0,1,0,0,0,0
1,-0.582519000208462,0,0,0,0,1,0,0,0,0
1,-0.230211701537486,0,1,0,1,1,0,0,0,0
1,-0.00758215729854929,0,1,0,0,1,0,0,0,0
1,-0.105277395156225,0,0,0,0,1,0,0,0,0
0,0.851283168197208,0,0,0,0,1,0,0,0,0
0,0.353837889173141,0,0,0,0,0,0,0,0,0
1,-0.311360028758807,0,1,0,0,1,0,0,0,0
0,0.732169237306666,1,0,0,1,1,0,0,0,0
0,0.445625217274458,0,0,0,0,0,0,0,0,0
1,-0.609905846532436,0,1,0,0,0,0,0,0,0
1,0.155963975527603,0,0,0,0,1,0,0,0,0
0,-0.792044850843553,1,0,0,0,0,0,0,0,0
0,1.17371390839207,0,0,0,0,1,0,0,0,0
1,0.4276903276396,0,0,1,0,1,0,0,0,0
0,-0.569995344646544,0,0,0,1,1,0,0,0,0
0,-0.494013329233938,0,0,0,1,1,0,0,0,0
0,-0.616068598572355,0,0,1,1,1,0,0,0,0
0,-0.634946921615463,0,0,1,1,1,0,0,0,0
0,-0.0412150993195279,1,0,0,0,1,0,0,0,0
0,-0.389192437207677,1,0,0,1,0,0,0,0,0
0,-0.631665480239178,0,1,0,0,1,0,0,0,0
0,-0.633419920071944,1,0,0,0,0,0,0,0,0
0,2.43206980276023,0,0,0,0,1,0,0,0,0
1,0.0909917863482952,1,0,0,0,0,0,0,0,0
0,-0.377758109489796,0,1,1,1,0,0,0,0,0
0,-0.508427516101159,1,0,0,0,0,0,0,0,0
0,-0.513082300708813,0,0,1,1,0,0,0,0,0
1,-0.633882401495878,0,1,0,1,1,0,0,0,0
0,-0.586350422865121,0,1,0,0,0,0,0,0,0
1,0.0816235103034466,0,0,0,0,1,0,0,0,0
0,-0.770736460834468,1,0,0,1,0,0,0,0,0
0,-0.51721487374681,0,0,0,1,1,0,0,0,0
1,-0.661802918302369,1,0,0,1,0,0,0,0,0
0,-0.198063607052111,1,0,0,0,0,0,0,0,0
0,3.65639283911145,0,0,0,0,1,0,0,0,0
0,-0.678561511157495,0,0,0,1,1,0,0,0,0
0,-0.498906290157613,1,0,1,1,0,0,0,0,0
1,-0.738403529262285,0,1,0,0,0,0,0,0,0
0,-0.73941450476422,1,0,1,1,0,0,0,0,0
0,-0.275131621551809,0,0,0,0,1,0,0,0,0
0,-0.253240086820945,0,0,0,0,1,0,0,0,0
1,-0.148230415965821,0,0,0,0,0,0,0,0,0
1,-0.151973839269214,0,0,0,1,1,0,0,0,0
0,0.0778437019767974,0,0,1,0,1,0,0,0,0
1,0.503612739785493,0,0,0,1,1,0,0,0,0
0,0.16527367701782,0,0,1,0,1,0,0,0,0
1,0.262051636355702,1,0,0,0,1,0,0,0,0
0,-0.528378576461384,0,0,1,1,1,0,0,0,0
0,-0.755686009630102,0,1,0,0,1,0,0,0,0
1,-0.18325673619874,0,0,1,0,0,0,0,0,0
0,-0.635136115881842,0,0,1,1,0,0,0,0,0
1,1.77628230119272,0,0,0,0,1,0,0,0,0
0,0.254991328915369,0,0,0,1,1,0,0,0,0
1,0.686369889707612,0,0,0,0,1,0,0,0,0
1,3.09743047985978,0,0,0,0,1,0,0,0,0
0,-0.479536249745547,0,1,1,0,1,0,0,0,0
0,-0.679709254950264,0,1,1,0,1,0,0,0,0
1,0.854439533407586,1,0,1,0,0,0,0,0,0
1,0.348136160535127,0,0,0,0,0,0,0,0,0
1,-0.532988150467918,0,1,0,0,1,0,0,0,0
1,-0.34410052562277,0,1,0,0,1,0,0,0,0
0,0.278141788616998,0,0,1,0,1,0,0,0,0
1,-0.0974042790697758,0,1,0,0,1,0,0,0,0
1,1.41465320758735,0,0,0,0,0,0,0,0,0
0,-0.85308881727529,0,0,0,1,1,0,0,0,0
1,0.0264270138412508,0,0,0,0,1,0,0,0,0
0,-0.528410607697916,1,0,1,0,1,0,0,0,0
0,-0.612010742321157,1,0,1,1,0,0,0,0,0
1,0.461825273631757,0,0,0,0,1,0,0,0,0
0,-0.65758082717796,0,0,1,0,0,0,0,0,0
0,-0.557488992990388,0,1,0,0,1,0,0,0,0
0,0.0844206330942152,0,0,0,0,1,0,0,0,0
0,-0.53125465012623,0,0,1,1,0,0,0,0,0
0,-0.420362690947568,1,0,0,0,0,0,0,0,0
0,-0.31565618172558,0,0,0,1,1,0,0,0,0
1,2.50358857095452,0,0,0,0,1,0,0,0,0
0,-0.712121431609816,0,0,1,0,1,0,0,0,0
0,-0.0800238215109176,0,0,0,0,0,0,0,0,0
0,-0.811684442122922,0,0,1,1,1,0,0,0,0
0,-0.763399893439137,0,0,0,1,1,0,0,0,0
0,0.7881542719498,0,0,0,1,0,0,0,0,0
0,0.0269805635779636,1,0,0,0,1,0,0,0,0
0,0.614320685166024,0,0,0,1,1,0,0,0,0
1,0.577157395714064,1,0,0,0,1,0,0,0,0
1,-0.0487565899551463,0,0,1,0,1,0,0,0,0
1,3.4234979894201,0,0,0,0,1,0,0,0,0
0,-0.414929692057411,0,0,1,0,1,0,0,0,0
1,2.79313799585808,0,0,0,1,1,0,0,0,0
1,-0.44656368431728,0,0,0,0,1,0,0,0,0
0,-0.383975012562607,1,0,1,1,0,0,0,0,0
0,-0.229505728431779,0,0,0,1,0,0,0,0,0
1,-0.411135341343487,1,0,0,1,1,0,0,0,0
1,-0.674918585575835,0,1,0,0,1,0,0,0,0
0,-0.435029658320531,1,0,0,1,0,0,0,0,0
1,-0.20657850008852,0,0,1,0,0,0,0,0,0
0,-0.350336264777688,0,0,1,0,1,0,0,0,0
0,-0.538831384936116,1,0,0,0,0,0,0,0,0
0,0.170745686546826,0,0,0,0,1,0,0,0,0
1,-0.209613133772278,0,1,0,1,1,0,0,0,0
0,2.64528619064948,0,0,0,0,0,0,0,0,0
0,-0.428285999836338,0,0,0,0,1,0,0,0,0
0,0.175377248823563,0,0,0,1,1,0,0,0,0
1,-0.00206262959264347,0,1,1,0,1,0,0,0,0
0,-0.621609238234891,0,0,0,1,1,0,0,0,0
0,0.083990009746677,0,0,0,0,0,0,0,0,0
0,-0.565990542503254,1,0,0,0,1,0,0,0,0
0,0.163319258186647,0,0,0,0,0,0,0,0,0
1,0.514333429358464,0,0,0,0,1,0,0,0,0
1,1.43504952135923,0,0,0,0,1,0,0,0,0
0,-0.215978886844196,1,0,0,1,0,0,0,0,0
1,0.59334261659111,0,0,0,1,1,0,0,0,0
0,-0.619026245744644,0,0,0,0,1,0,0,0,0
0,-0.632301085271843,1,0,0,1,0,0,0,0,0
1,0.427912930709468,0,0,1,0,0,0,0,0,0
1,-0.649900962100655,0,0,0,0,0,0,0,0,0
0,-0.559445764726029,0,0,1,1,0,0,0,0,0
0,-0.148591886984117,0,0,0,0,0,0,0,0,0
1,-0.433987821086883,0,0,1,0,0,0,0,0,0
0,-0.633957362041354,0,1,1,0,1,0,0,0,0
0,-0.247201575060041,1,0,1,0,0,0,0,0,0
1,-0.475615059570662,0,0,1,0,1,0,0,0,0
1,-0.624037170170904,1,0,1,1,0,0,0,0,0
0,-0.679863910501946,1,0,1,0,0,0,0,0,0
1,3.81025275594514,0,0,0,0,1,0,0,0,0
0,-0.373403181520092,1,0,0,0,1,0,0,0,0
0,-0.0808820453231385,1,0,0,0,1,0,0,0,0
1,-0.700636787872514,1,0,0,1,0,0,0,0,0
1,0.138453200634114,0,0,0,1,1,0,0,0,0
0,-0.77853536500149,0,0,0,1,1,0,0,0,0
1,-0.537177742300064,0,0,0,0,0,0,0,0,0
1,-0.177164191465269,0,0,0,0,1,0,0,0,0
0,-0.343063224860339,0,0,0,1,1,0,0,0,0
1,0.768928550157697,0,0,0,0,1,0,0,0,0
1,1.1266197734959,0,0,0,0,0,0,0,0,0
1,-0.487715828148186,0,0,1,0,1,0,0,0,0
1,2.90199371480642,0,0,0,1,1,0,0,0,0
1,-0.0978807566796582,0,0,0,0,0,0,0,0,0
0,-0.676475273533936,0,1,0,0,0,0,0,0,0
0,-0.674559157083574,0,0,1,1,0,0,0,0,0
0,-0.262722873837275,0,0,0,0,1,0,0,0,0
1,-0.589323865124473,0,0,0,0,1,0,0,0,0
1,-0.503215255484501,0,0,0,1,0,0,0,0,0
1,1.55299805103211,0,0,1,0,1,0,0,0,0
1,-0.658533573058385,0,1,1,0,1,0,0,0,0
0,1.23284604070988,0,0,0,0,0,0,0,0,0
1,-0.355924162064662,0,0,0,1,1,0,0,0,0
1,-0.22102902672948,0,1,0,0,1,0,0,0,0
0,-0.592614175331416,0,0,0,1,1,0,0,0,0
0,-0.5514396727955,0,1,1,0,1,0,0,0,0
1,0.230206604861804,0,1,0,0,1,0,0,0,0
1,-0.631429982105523,0,1,0,0,1,0,0,0,0
1,-0.425530109324299,0,1,0,0,1,0,0,0,0
1,0.438348498980694,0,0,0,1,1,0,0,0,0
0,0.109337935550625,0,0,0,1,1,0,0,0,0
0,0.215596176723566,0,0,0,1,1,0,0,0,0
0,-0.11086603748075,0,0,0,1,1,0,0,0,0
1,-0.399851398286725,0,1,0,1,1,0,0,0,0
1,0.132269951891823,0,1,0,0,1,0,0,0,0
0,0.258179608377974,1,0,0,1,1,0,0,0,0
1,-0.184909802263973,0,0,1,1,0,0,0,0,0
0,-0.295396867525241,1,0,0,1,0,0,0,0,0
1,3.20004521793803,0,0,0,1,1,0,0,0,0
0,-0.717390709916522,0,0,0,0,0,0,0,0,0
0,-0.705521430333717,0,0,0,0,1,0,0,0,0
0,-0.107662911248554,0,0,0,1,1,0,0,0,0
1,3.27767280817163,0,0,0,0,1,0,0,0,0
1,0.129049329979963,0,0,1,0,0,0,0,0,0
1,-0.311955394386199,0,0,0,0,0,0,0,0,0
1,0.0691477670531561,0,0,0,0,1,0,0,0,0
1,-0.338287448799981,0,1,0,1,0,0,0,0,0
1,-0.517170898823444,0,1,0,0,1,0,0,0,0
0,-0.353629752253413,0,0,0,1,0,0,0,0,0
0,-0.192148136000296,1,0,0,1,0,0,0,0,0
1,-0.50928626558059,0,0,1,1,1,0,0,0,0
0,-0.16589005877316,0,0,0,0,1,0,0,0,0
0,-0.705046810565566,0,0,0,1,0,0,0,0,0
1,0.266476064072444,0,0,0,0,1,0,0,0,0
1,1.24797471668328,1,0,0,0,0,0,0,0,0
0,-0.636150817434401,0,1,0,0,1,0,0,0,0
0,-0.202313762938571,0,0,1,1,1,0,0,0,0
1,-0.499797608855433,0,0,1,0,0,0,0,0,0
0,2.71831523816306,0,0,0,0,0,0,0,0,0
1,0.179375063217719,0,0,0,0,1,0,0,0,0
0,-0.568605434375226,0,0,0,0,0,0,0,0,0
1,-0.758644832270866,1,0,0,0,0,0,0,0,0
0,-0.488568826740213,0,0,0,1,1,0,0,0,0
1,0.496580529628582,0,0,0,0,1,0,0,0,0
0,-0.625821055379097,1,0,1,1,0,0,0,0,0
0,0.125208713738471,0,0,0,0,0,0,0,0,0
0,-0.336590942339451,1,0,0,1,0,0,0,0,0
0,-0.404174723322144,0,0,0,0,0,0,0,0,0
0,-0.681813302527875,0,0,1,1,0,0,0,0,0
0,-0.767323071302838,0,0,1,1,1,0,0,0,0
0,-0.803276100424078,0,0,0,0,0,0,0,0,0
0,-0.751691289489519,0,1,0,1,0,0,0,0,0
0,-0.742367513519578,0,0,1,0,0,0,0,0,0
1,-0.596991123640161,0,0,0,0,1,0,0,0,0
0,1.0301913292714,0,0,0,0,1,0,0,0,0
0,-0.272732348377879,0,0,0,0,1,0,0,0,0
0,-0.639697532290879,0,0,0,0,1,0,0,0,0
1,-0.6678156263559,1,0,0,0,0,0,0,0,0
0,-0.646372515177107,0,1,0,0,1,0,0,0,0
1,0.882324575977626,0,0,0,1,0,0,0,0,0
0,-0.65146412007911,0,0,1,1,0,0,0,0,0
1,-0.585196300540504,0,0,0,1,1,0,0,0,0
0,-0.225700341132122,0,0,0,1,0,0,0,0,0
0,-0.817440030719271,0,0,0,0,1,0,0,0,0
1,-0.499703246257248,0,1,0,0,1,0,0,0,0
1,-0.691776766486398,0,1,0,0,0,0,0,0,0
0,-0.405146890921859,0,0,0,0,1,0,0,0,0
1,3.64755618317274,0,0,0,0,1,0,0,0,0
0,-0.189110916482104,1,0,0,1,0,0,0,0,0
1,-0.176881182774099,0,0,0,1,0,0,0,0,0
1,1.92430745572734,0,0,0,1,1,0,0,0,0
1,2.27318918135588,0,0,0,0,1,0,0,0,0
1,1.56802662533831,0,0,0,0,0,0,0,0,0
0,-0.743405890822258,0,0,1,1,1,0,0,0,0
0,-0.0791400904669245,1,0,0,0,0,0,0,0,0
0,-0.71585145973381,0,0,1,1,1,0,0,0,0
0,-0.60973886926651,0,1,0,1,0,0,0,0,0
0,-0.684007359580433,1,0,0,1,0,0,0,0,0
1,2.3444437518668,1,0,0,0,1,0,0,0,0
1,-0.560478849184272,0,0,0,0,1,0,0,0,0
0,2.02849676851129,1,0,0,1,1,0,0,0,0
0,-0.611458682736517,0,0,0,0,0,0,0,0,0
1,0.438886012539566,0,0,0,0,1,0,0,0,0
1,1.12384665194545,0,0,0,0,1,0,0,0,0
1,1.63942436216908,0,0,0,0,1,0,0,0,0
1,-0.13910020400877,0,0,0,1,1,0,0,0,0
1,-0.540209554214833,0,0,0,0,1,0,0,0,0
0,0.27668190337573,0,0,0,0,1,0,0,0,0
1,-0.350064542260801,1,0,0,0,1,0,0,0,0
0,-0.612757615594815,0,1,1,1,0,0,0,0,0
0,1.47192322197022,0,0,0,0,1,0,0,0,0
0,-0.772981485709717,0,0,0,0,0,0,0,0,0
0,-0.093689017303573,1,0,1,0,1,0,0,0,0
0,-0.613727614709066,0,0,0,1,1,0,0,0,0
1,0.176632422820364,0,0,0,1,0,0,0,0,0
0,-0.485107310339281,0,0,0,1,1,0,0,0,0
0,0.118021499200516,0,0,0,1,0,0,0,0,0
1,-0.496972724953737,0,1,0,0,0,0,0,0,0
1,-0.643453836634958,0,0,0,0,1,0,0,0,0
0,-0.590844966832411,0,0,0,1,0,0,0,0,0
0,-0.17734918659296,0,0,1,0,0,0,0,0,0
1,-0.361207203939144,1,0,0,0,0,0,0,0,0
0,-0.5550248295198,0,0,0,0,0,0,0,0,0
0,-0.119844228669803,0,0,0,1,0,0,0,0,0
0,-0.211245177343522,0,0,0,0,0,0,0,0,0
0,-0.510784951780345,0,0,0,0,1,0,0,0,0
1,-0.581988916762053,0,1,0,0,1,0,0,0,0
0,-0.758064855164193,0,1,0,1,1,0,0,0,0
1,-0.481756015452347,0,1,0,0,1,0,0,0,0
0,-0.753172011612112,0,1,0,0,1,0,0,0,0
1,-0.412607645614237,0,0,1,1,0,0,0,0,0
0,-0.221005947468255,0,0,0,1,1,0,0,0,0
1,-0.00861397051940783,0,0,0,0,0,0,0,0,0
0,-0.681261607162282,0,0,0,1,1,0,0,0,0
0,-0.714678305924651,0,0,0,0,0,0,0,0,0
1,-0.349207585888007,0,0,0,0,1,0,0,0,0
0,0.933184801185283,0,0,0,0,0,0,0,0,0
1,-0.555687279332069,0,0,0,0,0,0,0,0,0
1,-0.00138557658236194,0,0,0,0,1,0,0,0,0
0,2.85170637837693,1,0,0,1,1,0,0,0,0
0,-0.604645855397677,0,1,0,1,0,0,0,0,0
0,-0.622641273118237,0,0,0,0,1,0,0,0,0
0,-0.754245645697937,1,0,1,1,0,0,0,0,0
1,-0.104721007673517,0,0,0,1,1,0,0,0,0
0,-0.786343943462566,0,0,0,0,1,0,0,0,0
1,3.93129307677404,0,0,0,1,1,0,0,0,0
0,-0.23744787381867,0,1,1,0,1,0,0,0,0
1,3.60945881338953,0,0,0,0,1,0,0,0,0
0,-0.750861301742882,1,0,0,0,0,0,0,0,0
0,-0.746349903083483,0,0,0,0,1,0,0,0,0
1,0.449837378899397,0,1,0,0,0,0,0,0,0
1,1.40656625133126,0,0,0,0,1,0,0,0,0
0,-0.672035410072235,0,0,0,1,0,0,0,0,0
1,0.366170134107584,0,0,0,0,1,0,0,0,0
0,-0.459568691431626,1,0,0,1,1,0,0,0,0
0,-0.270967879972028,0,0,0,0,1,0,0,0,0
1,-0.502539356321252,0,0,0,1,0,0,0,0,0
0,-0.5540183521851,0,0,0,1,0,0,0,0,0
1,0.182758914228221,0,0,0,0,0,0,0,0,0
0,-7.33962877972338e-05,0,0,1,0,1,0,0,0,0
0,-0.959832568494332,0,1,0,1,0,0,0,0,0
1,1.49680860725311,1,0,1,0,1,0,0,0,0
1,0.00766546030032111,0,1,0,0,1,0,0,0,0
1,-0.709459721401813,0,1,1,0,0,0,0,0,0
0,-0.628442377611662,1,0,1,0,1,0,0,0,0
1,0.772648431084211,0,0,0,0,1,0,0,0,0
0,-0.264890773619486,0,0,0,1,0,0,0,0,0
0,-0.600962580206367,1,0,0,0,0,0,0,0,0
